I (42115) main: Raw_angle: 89.51, Angle: 89.51, PID Output: -6, Delay: 5000
I (48485) main: Raw_angle: 59.35, Angle: 59.35, PID Output: 898, Delay: 4076
I (48495) main: Raw_angle: 59.35, Angle: 59.35, PID Output: 898, Delay: 4076
I (48505) main: Raw_angle: 59.13, Angle: 59.35, PID Output: 898, Delay: 4076
I (48515) main: Raw_angle: 59.35, Angle: 70.79, PID Output: 543, Delay: 4076
I (48525) main: Raw_angle: 70.79, Angle: 70.79, PID Output: 555, Delay: 4463
I (48535) main: Raw_angle: 70.79, Angle: 71.19, PID Output: 542, Delay: 4450
I (48545) main: Raw_angle: 71.19, Angle: 99.55, PID Output: -335, Delay: 4464
I (48555) main: Raw_angle: 99.55, Angle: 100.69, PID Output: -342, Delay: 4689
I (48565) main: Raw_angle: 100.69, Angle: 105.89, PID Output: -502, Delay: 4682
I (48575) main: Raw_angle: 105.89, Angle: 105.89, PID Output: -497, Delay: 4507
I (48585) main: Raw_angle: 105.89, Angle: 105.89, PID Output: -497, Delay: 4513
I (48595) main: Raw_angle: 105.89, Angle: 105.89, PID Output: -497, Delay: 4513
I (48605) main: Raw_angle: 105.89, Angle: 105.89, PID Output: -497, Delay: 4513
I (48615) main: Raw_angle: 105.89, Angle: 105.89, PID Output: -497, Delay: 4513
I (48625) main: Raw_angle: 105.89, Angle: 99.55, PID Output: -301, Delay: 4513
I (48635) main: Raw_angle: 99.55, Angle: 91.12, PID Output: -46, Delay: 4726
I (48645) main: Raw_angle: 91.12, Angle: 78.44, PID Output: 338, Delay: 5000
I (48655) main: Raw_angle: 78.44, Angle: 76.96, PID Output: 371, Delay: 4686
I (48665) main: Raw_angle: 76.96, Angle: 76.96, PID Output: 370, Delay: 4650
I (48675) main: Raw_angle: 76.96, Angle: 76.96, PID Output: 370, Delay: 4651
I (48685) main: Raw_angle: 76.96, Angle: 76.96, PID Output: 370, Delay: 4651
I (48695) main: Raw_angle: 76.96, Angle: 76.96, PID Output: 370, Delay: 4651
I (48705) main: Raw_angle: 76.96, Angle: 76.96, PID Output: 370, Delay: 4651
I (48715) main: Raw_angle: 76.96, Angle: 76.96, PID Output: 370, Delay: 4651
I (48725) main: Raw_angle: 76.96, Angle: 78.44, PID Output: 324, Delay: 4651
I (48735) main: Raw_angle: 78.44, Angle: 90.62, PID Output: -51, Delay: 4701
I (48745) main: Raw_angle: 90.62, Angle: 97.18, PID Output: -242, Delay: 4998
I (48755) main: Raw_angle: 97.18, Angle: 106.37, PID Output: -521, Delay: 4790
I (48765) main: Raw_angle: 106.37, Angle: 106.37, PID Output: -512, Delay: 4487
I (48775) main: Raw_angle: 106.37, Angle: 97.18, PID Output: -227, Delay: 4497
I (48785) main: Raw_angle: 97.18, Angle: 90.62, PID Output: -33, Delay: 4807
I (48795) main: Raw_angle: 87.47, Angle: 87.47, PID Output: 58, Delay: 5000
I (48805) main: Raw_angle: 87.47, Angle: 87.47, PID Output: 54, Delay: 4991
I (48815) main: Raw_angle: 87.47, Angle: 90.62, PID Output: -42, Delay: 4995
I (48825) main: Raw_angle: 88.24, Angle: 90.62, PID Output: -39, Delay: 5000
I (48835) main: Raw_angle: 90.62, Angle: 88.24, PID Output: 34, Delay: 5000
I (48845) main: Raw_angle: 88.24, Angle: 88.24, PID Output: 31, Delay: 5000
I (48855) main: Raw_angle: 88.24, Angle: 88.24, PID Output: 31, Delay: 5000
I (48865) main: Raw_angle: 88.24, Angle: 88.24, PID Output: 31, Delay: 5000
I (48875) main: Raw_angle: 88.24, Angle: 97.29, PID Output: -248, Delay: 5000
I (48885) main: Raw_angle: 97.29, Angle: 97.29, PID Output: -239, Delay: 4784
I (48895) main: Raw_angle: 97.29, Angle: 97.29, PID Output: -239, Delay: 4794
I (48905) main: Raw_angle: 97.29, Angle: 97.29, PID Output: -239, Delay: 4794
I (48915) main: Raw_angle: 97.29, Angle: 88.24, PID Output: 40, Delay: 4794
I (48925) main: Raw_angle: 88.24, Angle: 71.82, PID Output: 540, Delay: 5000
I (48935) main: Raw_angle: 71.82, Angle: 71.82, PID Output: 524, Delay: 4466
I (48945) main: Raw_angle: 71.82, Angle: 95.68, PID Output: -215, Delay: 4484
I (48955) main: Raw_angle: 95.68, Angle: 95.68, PID Output: -191, Delay: 4820
I (48965) main: Raw_angle: 97.92, Angle: 95.68, PID Output: -191, Delay: 4846
I (48975) main: Raw_angle: 95.68, Angle: 83.88, PID Output: 174, Delay: 4846
I (48985) main: Raw_angle: 83.88, Angle: 71.82, PID Output: 536, Delay: 4865
I (48995) main: Raw_angle: 72.49, Angle: 72.49, PID Output: 503, Delay: 4470
I (49005) main: Raw_angle: 72.49, Angle: 83.88, PID Output: 151, Delay: 4506
I (49015) main: Raw_angle: 83.88, Angle: 95.68, PID Output: -203, Delay: 4890
I (49025) main: Raw_angle: 95.68, Angle: 97.92, PID Output: -260, Delay: 4833
I (49035) main: Raw_angle: 97.92, Angle: 97.92, PID Output: -258, Delay: 4771
I (49045) main: Raw_angle: 97.92, Angle: 95.68, PID Output: -189, Delay: 4773
I (49055) main: Raw_angle: 95.68, Angle: 83.88, PID Output: 174, Delay: 4848
I (49065) main: Raw_angle: 80.60, Angle: 82.23, PID Output: 213, Delay: 4865
I (49075) main: Raw_angle: 82.23, Angle: 82.23, PID Output: 212, Delay: 4822
I (49085) main: Raw_angle: 82.23, Angle: 82.23, PID Output: 212, Delay: 4823
I (49095) main: Raw_angle: 82.23, Angle: 116.96, PID Output: -864, Delay: 4823
I (49105) main: Raw_angle: 120.50, Angle: 120.50, PID Output: -939, Delay: 4113
I (49115) main: Raw_angle: 120.50, Angle: 120.50, PID Output: -935, Delay: 4032
I (49125) main: Raw_angle: 120.50, Angle: 82.23, PID Output: 250, Delay: 4036
I (49135) main: Raw_angle: 82.23, Angle: 80.60, PID Output: 262, Delay: 4782
I (49145) main: Raw_angle: 80.60, Angle: 82.23, PID Output: 210, Delay: 4769
I (49155) main: Raw_angle: 82.23, Angle: 90.67, PID Output: -49, Delay: 4825
I (49165) main: Raw_angle: 90.67, Angle: 120.50, PID Output: -965, Delay: 5000
I (49175) main: Raw_angle: 120.50, Angle: 120.50, PID Output: -935, Delay: 4003
I (49185) main: Raw_angle: 120.50, Angle: 95.69, PID Output: -166, Delay: 4036
I (49195) main: Raw_angle: 95.69, Angle: 90.67, PID Output: -36, Delay: 4873
I (49205) main: Raw_angle: 90.67, Angle: 90.67, PID Output: -41, Delay: 5000
I (49215) main: Raw_angle: 90.67, Angle: 90.67, PID Output: -41, Delay: 5000
I (49225) main: Raw_angle: 90.67, Angle: 95.69, PID Output: -196, Delay: 5000
I (49235) main: Raw_angle: 95.69, Angle: 111.06, PID Output: -668, Delay: 4841
I (49245) main: Raw_angle: 115.32, Angle: 115.32, PID Output: -784, Delay: 4327
I (49255) main: Raw_angle: 115.32, Angle: 115.32, PID Output: -780, Delay: 4200
I (49265) main: Raw_angle: 115.32, Angle: 111.06, PID Output: -648, Delay: 4205
I (49275) main: Raw_angle: 111.06, Angle: 99.78, PID Output: -303, Delay: 4349
I (49285) main: Raw_angle: 99.78, Angle: 99.78, PID Output: -314, Delay: 4724
I (49295) main: Raw_angle: 99.78, Angle: 99.78, PID Output: -314, Delay: 4712
I (49305) main: Raw_angle: 99.78, Angle: 99.78, PID Output: -314, Delay: 4712
I (49315) main: Raw_angle: 99.78, Angle: 81.88, PID Output: 240, Delay: 4712
I (49325) main: Raw_angle: 81.88, Angle: 81.66, PID Output: 229, Delay: 4793
I (49335) main: Raw_angle: 81.66, Angle: 74.71, PID Output: 444, Delay: 4805
I (49345) main: Raw_angle: 74.71, Angle: 74.71, PID Output: 437, Delay: 4571
I (49355) main: Raw_angle: 74.71, Angle: 74.71, PID Output: 437, Delay: 4578
I (49365) main: Raw_angle: 74.71, Angle: 73.40, PID Output: 478, Delay: 4578
I (49375) main: Raw_angle: 73.40, Angle: 73.40, PID Output: 476, Delay: 4534
I (49385) main: Raw_angle: 73.40, Angle: 74.71, PID Output: 436, Delay: 4536
I (49395) main: Raw_angle: 74.71, Angle: 80.83, PID Output: 247, Delay: 4579
I (49405) main: Raw_angle: 80.83, Angle: 80.83, PID Output: 254, Delay: 4785
I (49415) main: Raw_angle: 80.83, Angle: 80.83, PID Output: 254, Delay: 4777
I (49425) main: Raw_angle: 80.83, Angle: 83.37, PID Output: 175, Delay: 4777
I (49435) main: Raw_angle: 83.37, Angle: 95.80, PID Output: -207, Delay: 4863
I (49445) main: Raw_angle: 97.67, Angle: 97.67, PID Output: -253, Delay: 4829
I (49455) main: Raw_angle: 97.67, Angle: 97.67, PID Output: -251, Delay: 4779
I (49465) main: Raw_angle: 97.67, Angle: 97.67, PID Output: -251, Delay: 4781
I (49475) main: Raw_angle: 97.67, Angle: 97.67, PID Output: -251, Delay: 4781
I (49485) main: Raw_angle: 97.67, Angle: 97.67, PID Output: -251, Delay: 4781
I (49495) main: Raw_angle: 97.67, Angle: 95.80, PID Output: -193, Delay: 4781
I (49505) main: Raw_angle: 95.64, Angle: 95.64, PID Output: -189, Delay: 4844
I (49515) main: Raw_angle: 95.64, Angle: 95.64, PID Output: -190, Delay: 4848
I (49525) main: Raw_angle: 95.64, Angle: 95.64, PID Output: -190, Delay: 4847
I (49535) main: Raw_angle: 95.64, Angle: 95.64, PID Output: -190, Delay: 4847
I (49545) main: Raw_angle: 95.64, Angle: 95.64, PID Output: -190, Delay: 4847
I (49555) main: Raw_angle: 95.64, Angle: 95.64, PID Output: -190, Delay: 4847
I (49565) main: Raw_angle: 95.64, Angle: 100.69, PID Output: -346, Delay: 4847
I (49575) main: Raw_angle: 100.69, Angle: 104.86, PID Output: -471, Delay: 4677
I (49585) main: Raw_angle: 104.86, Angle: 122.45, PID Output: -1012, Delay: 4541
I (49595) main: Raw_angle: 122.45, Angle: 122.45, PID Output: -994, Delay: 3952
I (49605) main: Raw_angle: 122.45, Angle: 122.45, PID Output: -994, Delay: 3972
I (49615) main: Raw_angle: 122.45, Angle: 122.45, PID Output: -994, Delay: 3972
I (49625) main: Raw_angle: 124.70, Angle: 124.70, PID Output: -1064, Delay: 3972
I (49635) main: Raw_angle: 124.70, Angle: 124.70, PID Output: -1061, Delay: 3896
I (49645) main: Raw_angle: 124.70, Angle: 122.45, PID Output: -992, Delay: 3899
I (49655) main: Raw_angle: 127.12, Angle: 122.45, PID Output: -994, Delay: 3974
I (49665) main: Raw_angle: 122.45, Angle: 92.50, PID Output: -65, Delay: 3972
I (49675) main: Raw_angle: 92.50, Angle: 81.85, PID Output: 234, Delay: 4983
I (49685) main: Raw_angle: 81.85, Angle: 81.85, PID Output: 223, Delay: 4799
I (49695) main: Raw_angle: 81.85, Angle: 81.85, PID Output: 223, Delay: 4811
I (49705) main: Raw_angle: 81.85, Angle: 92.50, PID Output: -106, Delay: 4811
I (49715) main: Raw_angle: 92.50, Angle: 96.80, PID Output: -229, Delay: 4939
I (49725) main: Raw_angle: 96.80, Angle: 96.80, PID Output: -224, Delay: 4805
I (49735) main: Raw_angle: 96.80, Angle: 92.50, PID Output: -91, Delay: 4810
I (49745) main: Raw_angle: 92.50, Angle: 92.50, PID Output: -95, Delay: 4955
I (49755) main: Raw_angle: 92.50, Angle: 92.50, PID Output: -95, Delay: 4951
I (49765) main: Raw_angle: 92.50, Angle: 79.15, PID Output: 317, Delay: 4951
I (49775) main: Raw_angle: 79.15, Angle: 79.15, PID Output: 304, Delay: 4709
I (49785) main: Raw_angle: 79.15, Angle: 96.80, PID Output: -242, Delay: 4723
I (49795) main: Raw_angle: 96.80, Angle: 98.91, PID Output: -290, Delay: 4790
I (49805) main: Raw_angle: 98.91, Angle: 79.15, PID Output: 324, Delay: 4738
I (49815) main: Raw_angle: 79.15, Angle: 65.79, PID Output: 718, Delay: 4701
I (49825) main: Raw_angle: 69.55, Angle: 65.79, PID Output: 705, Delay: 4272
I (49835) main: Raw_angle: 65.79, Angle: 65.79, PID Output: 705, Delay: 4286
I (49845) main: Raw_angle: 65.79, Angle: 69.55, PID Output: 588, Delay: 4286
I (49855) main: Raw_angle: 69.55, Angle: 79.15, PID Output: 294, Delay: 4414
I (49865) main: Raw_angle: 79.15, Angle: 86.64, PID Output: 72, Delay: 4734
I (49875) main: Raw_angle: 86.64, Angle: 100.34, PID Output: -345, Delay: 4976
I (49885) main: Raw_angle: 100.34, Angle: 88.68, PID Output: 30, Delay: 4678
I (49895) main: Raw_angle: 88.68, Angle: 88.68, PID Output: 18, Delay: 5000
I (49905) main: Raw_angle: 93.59, Angle: 88.68, PID Output: 18, Delay: 5000
I (49915) main: Raw_angle: 88.68, Angle: 93.59, PID Output: -133, Delay: 5000
I (49925) main: Raw_angle: 93.59, Angle: 93.59, PID Output: -128, Delay: 4909
I (49935) main: Raw_angle: 93.59, Angle: 93.59, PID Output: -128, Delay: 4915
I (49945) main: Raw_angle: 93.59, Angle: 93.59, PID Output: -128, Delay: 4915
I (49955) main: Raw_angle: 93.59, Angle: 93.59, PID Output: -128, Delay: 4915
I (49965) main: Raw_angle: 93.59, Angle: 88.68, PID Output: 23, Delay: 4915
I (49975) main: Raw_angle: 88.68, Angle: 75.97, PID Output: 412, Delay: 5000
I (49985) main: Raw_angle: 75.97, Angle: 75.97, PID Output: 399, Delay: 4605
I (49995) main: Raw_angle: 75.97, Angle: 75.97, PID Output: 399, Delay: 4620
I (50005) main: Raw_angle: 75.97, Angle: 75.97, PID Output: 399, Delay: 4620
I (50015) main: Raw_angle: 75.97, Angle: 75.97, PID Output: 399, Delay: 4620
I (50025) main: Raw_angle: 76.81, Angle: 75.97, PID Output: 399, Delay: 4620
I (50035) main: Raw_angle: 75.97, Angle: 71.90, PID Output: 525, Delay: 4620
I (50045) main: Raw_angle: 71.90, Angle: 71.90, PID Output: 521, Delay: 4482
I (50055) main: Raw_angle: 71.90, Angle: 76.81, PID Output: 369, Delay: 4487
I (50065) main: Raw_angle: 76.81, Angle: 103.27, PID Output: -445, Delay: 4652
I (50075) main: Raw_angle: 103.27, Angle: 104.69, PID Output: -463, Delay: 4570
I (50085) main: Raw_angle: 104.69, Angle: 104.69, PID Output: -461, Delay: 4550
I (50095) main: Raw_angle: 104.69, Angle: 104.69, PID Output: -461, Delay: 4552
I (50105) main: Raw_angle: 104.69, Angle: 76.81, PID Output: 402, Delay: 4552
I (50115) main: Raw_angle: 76.81, Angle: 61.16, PID Output: 859, Delay: 4616
I (50125) main: Raw_angle: 61.16, Angle: 61.16, PID Output: 844, Delay: 4119
I (50135) main: Raw_angle: 61.16, Angle: 60.84, PID Output: 854, Delay: 4135
I (50145) main: Raw_angle: 60.84, Angle: 61.16, PID Output: 843, Delay: 4124
I (50155) main: Raw_angle: 61.16, Angle: 85.26, PID Output: 97, Delay: 4136
I (50165) main: Raw_angle: 85.26, Angle: 85.26, PID Output: 121, Delay: 4948
I (50175) main: Raw_angle: 85.26, Angle: 85.26, PID Output: 121, Delay: 4922
I (50185) main: Raw_angle: 85.26, Angle: 85.26, PID Output: 121, Delay: 4922
I (50195) main: Raw_angle: 85.26, Angle: 94.85, PID Output: -176, Delay: 4922
I (50205) main: Raw_angle: 94.85, Angle: 96.14, PID Output: -206, Delay: 4862
I (50215) main: Raw_angle: 96.14, Angle: 96.14, PID Output: -205, Delay: 4830
I (50225) main: Raw_angle: 96.14, Angle: 96.14, PID Output: -205, Delay: 4831
I (50235) main: Raw_angle: 96.14, Angle: 96.14, PID Output: -205, Delay: 4831
I (50245) main: Raw_angle: 96.14, Angle: 96.14, PID Output: -205, Delay: 4831
I (50255) main: Raw_angle: 96.14, Angle: 94.85, PID Output: -165, Delay: 4831
I (50265) main: Raw_angle: 94.85, Angle: 88.26, PID Output: 37, Delay: 4874
I (50275) main: Raw_angle: 88.26, Angle: 73.64, PID Output: 484, Delay: 5000
I (50285) main: Raw_angle: 73.64, Angle: 73.64, PID Output: 469, Delay: 4527
I (50295) main: Raw_angle: 73.64, Angle: 68.18, PID Output: 639, Delay: 4543
I (50305) main: Raw_angle: 64.48, Angle: 64.48, PID Output: 748, Delay: 4358
I (50315) main: Raw_angle: 64.48, Angle: 61.47, PID Output: 838, Delay: 4240
I (50325) main: Raw_angle: 61.47, Angle: 61.47, PID Output: 835, Delay: 4142
I (50335) main: Raw_angle: 61.47, Angle: 64.48, PID Output: 741, Delay: 4145
I (50345) main: Raw_angle: 64.48, Angle: 73.64, PID Output: 460, Delay: 4247
I (50365) main: Raw_angle: 73.64, Angle: 79.51, PID Output: 287, Delay: 4553
I (50395) main: Raw_angle: 79.51, Angle: 79.51, PID Output: 293, Delay: 4742
I (50405) main: Raw_angle: 79.51, Angle: 64.48, PID Output: 759, Delay: 4735
I (50415) main: Raw_angle: 64.48, Angle: 64.48, PID Output: 744, Delay: 4228
I (50425) main: Raw_angle: 64.48, Angle: 64.48, PID Output: 744, Delay: 4244
I (50435) main: Raw_angle: 64.48, Angle: 102.84, PID Output: -444, Delay: 4244
I (50445) main: Raw_angle: 102.84, Angle: 102.84, PID Output: -406, Delay: 4571
I (50455) main: Raw_angle: 102.84, Angle: 102.84, PID Output: -406, Delay: 4612
I (50465) main: Raw_angle: 102.84, Angle: 81.80, PID Output: 245, Delay: 4612
I (50475) main: Raw_angle: 81.80, Angle: 50.16, PID Output: 1205, Delay: 4787
I (50485) main: Raw_angle: 50.16, Angle: 38.51, PID Output: 1535, Delay: 3742
I (50495) main: Raw_angle: 38.51, Angle: 38.51, PID Output: 1523, Delay: 3383
I (50505) main: Raw_angle: 38.51, Angle: 50.16, PID Output: 1162, Delay: 3396
I (50515) main: Raw_angle: 47.06, Angle: 50.16, PID Output: 1174, Delay: 3789
I (50525) main: Raw_angle: 50.16, Angle: 81.80, PID Output: 193, Delay: 3776
I (50535) main: Raw_angle: 81.80, Angle: 75.36, PID Output: 424, Delay: 4844
I (50545) main: Raw_angle: 75.36, Angle: 62.91, PID Output: 804, Delay: 4592
I (50555) main: Raw_angle: 62.91, Angle: 47.06, PID Output: 1283, Delay: 4179
I (50565) main: Raw_angle: 47.06, Angle: 62.91, PID Output: 775, Delay: 3657
I (50575) main: Raw_angle: 62.91, Angle: 74.80, PID Output: 423, Delay: 4210
I (50585) main: Raw_angle: 74.80, Angle: 75.36, PID Output: 417, Delay: 4593
I (50595) main: Raw_angle: 75.36, Angle: 106.36, PID Output: -542, Delay: 4600
I (50605) main: Raw_angle: 106.36, Angle: 106.36, PID Output: -511, Delay: 4464
I (50615) main: Raw_angle: 106.36, Angle: 106.36, PID Output: -511, Delay: 4498
I (50625) main: Raw_angle: 106.36, Angle: 109.66, PID Output: -614, Delay: 4498
I (50635) main: Raw_angle: 109.66, Angle: 109.66, PID Output: -610, Delay: 4386
I (50645) main: Raw_angle: 109.66, Angle: 109.66, PID Output: -610, Delay: 4390
I (50655) main: Raw_angle: 109.66, Angle: 109.66, PID Output: -610, Delay: 4390
I (50665) main: Raw_angle: 109.66, Angle: 109.66, PID Output: -610, Delay: 4390
I (50675) main: Raw_angle: 109.66, Angle: 109.66, PID Output: -610, Delay: 4390
I (50685) main: Raw_angle: 107.43, Angle: 107.43, PID Output: -541, Delay: 4390
I (50695) main: Raw_angle: 109.36, Angle: 107.43, PID Output: -543, Delay: 4465
I (50705) main: Raw_angle: 107.43, Angle: 107.43, PID Output: -543, Delay: 4463
I (50715) main: Raw_angle: 107.43, Angle: 87.47, PID Output: 74, Delay: 4463
I (50725) main: Raw_angle: 87.47, Angle: 87.47, PID Output: 54, Delay: 4973
I (50735) main: Raw_angle: 91.87, Angle: 87.47, PID Output: 54, Delay: 4995
I (50745) main: Raw_angle: 87.47, Angle: 87.47, PID Output: 54, Delay: 4995
I (50755) main: Raw_angle: 87.47, Angle: 91.87, PID Output: -81, Delay: 4995
I (50765) main: Raw_angle: 91.87, Angle: 94.40, PID Output: -155, Delay: 4966
I (50775) main: Raw_angle: 94.40, Angle: 94.40, PID Output: -152, Delay: 4885
I (50785) main: Raw_angle: 94.40, Angle: 94.40, PID Output: -152, Delay: 4888
I (50795) main: Raw_angle: 94.40, Angle: 91.87, PID Output: -74, Delay: 4888
I (50805) main: Raw_angle: 91.87, Angle: 83.98, PID Output: 167, Delay: 4973
I (50815) main: Raw_angle: 83.98, Angle: 91.87, PID Output: -85, Delay: 4872
I (50825) main: Raw_angle: 91.87, Angle: 94.40, PID Output: -155, Delay: 4961
I (50835) main: Raw_angle: 94.40, Angle: 91.87, PID Output: -74, Delay: 4885
I (50845) main: Raw_angle: 91.87, Angle: 79.83, PID Output: 296, Delay: 4973
I (50855) main: Raw_angle: 79.83, Angle: 79.83, PID Output: 284, Delay: 4732
I (50865) main: Raw_angle: 79.83, Angle: 79.83, PID Output: 284, Delay: 4745
I (50875) main: Raw_angle: 79.83, Angle: 79.83, PID Output: 284, Delay: 4745
I (50885) main: Raw_angle: 79.83, Angle: 97.70, PID Output: -269, Delay: 4745
I (50895) main: Raw_angle: 97.70, Angle: 101.42, PID Output: -367, Delay: 4761
I (50905) main: Raw_angle: 101.42, Angle: 101.42, PID Output: -363, Delay: 4654
I (50915) main: Raw_angle: 101.42, Angle: 101.42, PID Output: -363, Delay: 4659
I (50925) main: Raw_angle: 101.42, Angle: 101.42, PID Output: -363, Delay: 4659
I (50935) main: Raw_angle: 101.42, Angle: 114.54, PID Output: -770, Delay: 4659
I (50945) main: Raw_angle: 114.54, Angle: 114.83, PID Output: -766, Delay: 4216
I (50955) main: Raw_angle: 114.83, Angle: 114.83, PID Output: -765, Delay: 4220
I (50965) main: Raw_angle: 114.83, Angle: 114.54, PID Output: -756, Delay: 4221
I (50975) main: Raw_angle: 114.54, Angle: 114.54, PID Output: -757, Delay: 4231
I (50985) main: Raw_angle: 114.54, Angle: 93.70, PID Output: -111, Delay: 4230
I (50995) main: Raw_angle: 93.70, Angle: 93.70, PID Output: -132, Delay: 4933
I (51005) main: Raw_angle: 93.70, Angle: 93.70, PID Output: -132, Delay: 4910
I (51015) main: Raw_angle: 93.70, Angle: 117.03, PID Output: -855, Delay: 4910
I (51025) main: Raw_angle: 117.03, Angle: 120.70, PID Output: -945, Delay: 4123
I (51035) main: Raw_angle: 120.70, Angle: 117.03, PID Output: -828, Delay: 4025
I (51045) main: Raw_angle: 117.03, Angle: 93.70, PID Output: -108, Delay: 4153
I (51055) main: Raw_angle: 93.70, Angle: 90.79, PID Output: -41, Delay: 4936
I (51065) main: Raw_angle: 90.79, Angle: 75.28, PID Output: 436, Delay: 5000
I (51075) main: Raw_angle: 75.28, Angle: 75.28, PID Output: 420, Delay: 4579
I (51085) main: Raw_angle: 75.28, Angle: 75.28, PID Output: 420, Delay: 4597
I (51095) main: Raw_angle: 75.28, Angle: 61.36, PID Output: 852, Delay: 4597
I (51105) main: Raw_angle: 65.10, Angle: 61.36, PID Output: 838, Delay: 4126
I (51115) main: Raw_angle: 61.36, Angle: 58.76, PID Output: 918, Delay: 4142
I (51125) main: Raw_angle: 58.76, Angle: 58.76, PID Output: 916, Delay: 4055
I (51135) main: Raw_angle: 58.76, Angle: 58.76, PID Output: 916, Delay: 4057
I (51145) main: Raw_angle: 58.76, Angle: 58.76, PID Output: 916, Delay: 4057
I (51155) main: Raw_angle: 58.76, Angle: 58.76, PID Output: 916, Delay: 4057
I (51165) main: Raw_angle: 58.76, Angle: 58.76, PID Output: 916, Delay: 4057
I (51175) main: Raw_angle: 58.76, Angle: 65.10, PID Output: 719, Delay: 4057
I (51185) main: Raw_angle: 65.10, Angle: 85.99, PID Output: 78, Delay: 4271
I (51195) main: Raw_angle: 85.99, Angle: 85.99, PID Output: 99, Delay: 4969
I (51205) main: Raw_angle: 85.99, Angle: 85.99, PID Output: 99, Delay: 4946
I (51215) main: Raw_angle: 85.99, Angle: 85.99, PID Output: 99, Delay: 4946
I (51225) main: Raw_angle: 85.99, Angle: 85.99, PID Output: 99, Delay: 4946
I (51235) main: Raw_angle: 85.99, Angle: 51.28, PID Output: 1175, Delay: 4946
I (51245) main: Raw_angle: 51.28, Angle: 28.25, PID Output: 1854, Delay: 3775
I (51255) main: Raw_angle: 28.25, Angle: 28.25, PID Output: 1831, Delay: 3036
I (51265) main: Raw_angle: 28.25, Angle: 28.25, PID Output: 1831, Delay: 3061
I (51275) main: Raw_angle: 28.25, Angle: 28.25, PID Output: 1831, Delay: 3061
I (51285) main: Raw_angle: 28.25, Angle: 28.25, PID Output: 1831, Delay: 3061
I (51295) main: Raw_angle: 28.25, Angle: 28.25, PID Output: 1831, Delay: 3061
I (51305) main: Raw_angle: 28.25, Angle: 42.78, PID Output: 1380, Delay: 3061
I (51315) main: Raw_angle: 42.78, Angle: 106.58, PID Output: -582, Delay: 3552
I (51325) main: Raw_angle: 103.18, Angle: 106.58, PID Output: -518, Delay: 4420
I (51335) main: Raw_angle: 106.58, Angle: 106.58, PID Output: -518, Delay: 4490
I (51345) main: Raw_angle: 106.58, Angle: 106.58, PID Output: -518, Delay: 4490
I (51355) main: Raw_angle: 106.58, Angle: 106.58, PID Output: -518, Delay: 4490
I (51365) main: Raw_angle: 106.58, Angle: 106.58, PID Output: -518, Delay: 4490
I (51375) main: Raw_angle: 103.00, Angle: 103.18, PID Output: -413, Delay: 4490
I (51385) main: Raw_angle: 103.18, Angle: 103.00, PID Output: -410, Delay: 4604
I (51395) main: Raw_angle: 103.00, Angle: 93.22, PID Output: -107, Delay: 4608
I (51405) main: Raw_angle: 93.22, Angle: 93.22, PID Output: -117, Delay: 4937
I (51415) main: Raw_angle: 93.22, Angle: 73.40, PID Output: 496, Delay: 4927
I (51425) main: Raw_angle: 73.40, Angle: 73.40, PID Output: 476, Delay: 4514
I (51435) main: Raw_angle: 73.40, Angle: 73.40, PID Output: 476, Delay: 4536
I (51445) main: Raw_angle: 73.40, Angle: 88.63, PID Output: 4, Delay: 4536
I (51455) main: Raw_angle: 88.63, Angle: 93.22, PID Output: -122, Delay: 5000
I (51465) main: Raw_angle: 93.22, Angle: 103.00, PID Output: -420, Delay: 4921
I (51475) main: Raw_angle: 103.00, Angle: 88.63, PID Output: 34, Delay: 4597
I (51485) main: Raw_angle: 88.63, Angle: 73.40, PID Output: 492, Delay: 5000
I (51495) main: Raw_angle: 73.40, Angle: 72.02, PID Output: 519, Delay: 4518
I (51505) main: Raw_angle: 72.02, Angle: 72.02, PID Output: 518, Delay: 4489
I (51515) main: Raw_angle: 72.02, Angle: 82.85, PID Output: 182, Delay: 4490
I (51525) main: Raw_angle: 82.85, Angle: 82.85, PID Output: 193, Delay: 4856
I (51535) main: Raw_angle: 82.85, Angle: 60.77, PID Output: 878, Delay: 4844
I (51545) main: Raw_angle: 60.77, Angle: 60.77, PID Output: 856, Delay: 4098
I (51555) main: Raw_angle: 60.77, Angle: 60.77, PID Output: 856, Delay: 4122
I (51565) main: Raw_angle: 60.77, Angle: 60.77, PID Output: 856, Delay: 4122
I (51575) main: Raw_angle: 60.77, Angle: 60.77, PID Output: 856, Delay: 4122
I (51585) main: Raw_angle: 60.77, Angle: 60.77, PID Output: 856, Delay: 4122
I (51595) main: Raw_angle: 60.77, Angle: 82.85, PID Output: 171, Delay: 4122
I (51605) main: Raw_angle: 82.85, Angle: 88.63, PID Output: 14, Delay: 4868
I (51615) main: Raw_angle: 88.63, Angle: 93.37, PID Output: -126, Delay: 5000
I (51625) main: Raw_angle: 93.37, Angle: 99.73, PID Output: -319, Delay: 4917
I (51635) main: Raw_angle: 99.73, Angle: 99.73, PID Output: -312, Delay: 4707
I (51645) main: Raw_angle: 99.73, Angle: 99.73, PID Output: -312, Delay: 4714
I (51655) main: Raw_angle: 99.73, Angle: 99.73, PID Output: -312, Delay: 4714
I (51665) main: Raw_angle: 99.73, Angle: 88.63, PID Output: 31, Delay: 4714
